action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764589,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CNC2CC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.66', 'le': '0.28', 'lle': '0.72', 'sei': '11.87'}",CHEMBL5204960,,CHEMBL5204960,6.37,0,http://www.openphacts.org/units/Nanomolar,3864081,=,1,1,=,,IC50,nM,,430.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.43
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764590,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CNC(C)(C)C)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '14.66', 'le': '0.26', 'lle': '-0.09', 'sei': '11.55'}",CHEMBL5170326,,CHEMBL5170326,6.19,0,http://www.openphacts.org/units/Nanomolar,3864082,=,1,1,=,,IC50,nM,,640.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.64
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764591,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCCC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '13.52', 'le': '0.24', 'lle': '-0.31', 'sei': '12.67'}",CHEMBL5171113,,CHEMBL5171113,5.68,0,http://www.openphacts.org/units/Nanomolar,3864083,=,1,1,=,,IC50,nM,,2070.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.07
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764592,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCCCC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '13.41', 'le': '0.24', 'lle': '-0.55', 'sei': '12.99'}",CHEMBL5173072,,CHEMBL5173072,5.83,0,http://www.openphacts.org/units/Nanomolar,3864084,=,1,1,=,,IC50,nM,,1490.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.49
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764593,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCOCC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '12.41', 'le': '0.22', 'lle': '0.19', 'sei': '10.01'}",CHEMBL5174009,,CHEMBL5174009,5.42,0,http://www.openphacts.org/units/Nanomolar,3864085,=,1,1,=,,IC50,nM,,3840.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.84
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764594,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCN(C(=O)OC(C)(C)C)CC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '9.51', 'le': '0.17', 'lle': '-1.36', 'sei': '6.85'}",CHEMBL5188840,,CHEMBL5188840,5.09,0,http://www.openphacts.org/units/Nanomolar,3864086,=,1,1,=,,IC50,nM,,8070.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.07
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764595,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCC(NC(=O)OC(C)(C)C)CC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '9.27', 'le': '0.17', 'lle': '-1.79', 'sei': '6.12'}",CHEMBL5170530,,CHEMBL5170530,5.09,0,http://www.openphacts.org/units/Nanomolar,3864087,=,1,1,=,,IC50,nM,,8050.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.05
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764596,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCNCC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '13.14', 'le': '0.24', 'lle': '0.92', 'sei': '10.06'}",CHEMBL5202390,,CHEMBL5202390,5.72,0,http://www.openphacts.org/units/Nanomolar,3864088,=,1,1,=,,IC50,nM,,1890.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.89
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764597,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCC(N)CC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.48', 'le': '0.28', 'lle': '1.64', 'sei': '9.82'}",CHEMBL5186268,,CHEMBL5186268,6.96,0,http://www.openphacts.org/units/Nanomolar,3864089,=,1,1,=,,IC50,nM,,110.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.11
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764598,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCC(O)C2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '14.39', 'le': '0.26', 'lle': '1.32', 'sei': '9.66'}",CHEMBL5181192,,CHEMBL5181192,6.28,0,http://www.openphacts.org/units/Nanomolar,3864090,=,1,1,=,,IC50,nM,,520.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.52
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764599,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN2CCC(N(C)C)C2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '12.29', 'le': '0.22', 'lle': '0.17', 'sei': '11.85'}",CHEMBL5196682,,CHEMBL5196682,5.70,0,http://www.openphacts.org/units/Nanomolar,3864091,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24764600,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5124717,Binding affinity to N-terminal His6/Sumo-tagged NSD2 PWWP1 domain (211 to 350 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) using ATKAARKSAPATGGV-Lys (me)2-KPHRYRPG polypeptide as substrate incubated for 3 hrs by HTRF assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CNCCN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5120900,J Med Chem,2022,"{'bei': '15.16', 'le': '0.27', 'lle': '1.77', 'sei': '7.79'}",CHEMBL5170310,,CHEMBL5170310,6.21,0,http://www.openphacts.org/units/Nanomolar,3864092,=,1,1,=,,IC50,nM,,620.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.62
,,24926239,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '210.0'}]",CHEMBL5167890,Inhibition of NSD2 (unknown origin) using histone H4 (1 to 21 residues) peptide/SAM as substrate incubated for 210 mins in presence of SAM by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)cc1)c1ccccc1,,,CHEMBL5154928,J Med Chem,2022,,CHEMBL5173004,,CHEMBL5173004,,0,http://www.openphacts.org/units/Nanomolar,3896335,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451552,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '20.63', 'le': '0.41', 'lle': '5.81', 'sei': '9.28'}",CHEMBL337173,,CHEMBL337173,6.64,0,http://www.openphacts.org/units/Nanomolar,3958497,=,1,1,=,,IC50,nM,,230.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.23
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451553,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(NCCN2CCOCC2)=C(Cl)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '19.61', 'le': '0.39', 'lle': '5.48', 'sei': '8.82'}",CHEMBL337520,,CHEMBL337520,6.31,0,http://www.openphacts.org/units/Nanomolar,3958498,=,1,1,=,,IC50,nM,,490.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.49
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451554,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NC2CCc3ccccc32)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '20.56', 'le': '0.40', 'lle': '3.49', 'sei': '11.31'}",CHEMBL131199,,CHEMBL131199,6.68,0,http://www.openphacts.org/units/Nanomolar,3958499,=,1,1,=,,IC50,nM,,210.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.21
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451555,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(NC2CCc3ccccc32)=C(Cl)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '19.54', 'le': '0.38', 'lle': '3.16', 'sei': '10.75'}",CHEMBL5408020,,CHEMBL5408020,6.35,0,http://www.openphacts.org/units/Nanomolar,3958500,=,1,1,=,,IC50,nM,,450.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.45
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451556,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCc2c[nH]c3ccccc23)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.04', 'le': '0.35', 'lle': '3.13', 'sei': '8.48'}",CHEMBL340219,,CHEMBL340219,6.35,0,http://www.openphacts.org/units/Nanomolar,3958501,=,1,1,=,,IC50,nM,,450.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.45
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451557,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(NCCc2c[nH]c3ccccc23)=C(Cl)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.03', 'le': '0.31', 'lle': '2.42', 'sei': '7.54'}",CHEMBL5428630,,CHEMBL5428630,5.64,0,http://www.openphacts.org/units/Nanomolar,3958502,=,1,1,=,,IC50,nM,,2290.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.29
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451558,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2cccnc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '20.86', 'le': '0.42', 'lle': '4.91', 'sei': '8.23'}",CHEMBL5433538,,CHEMBL5433538,6.52,0,http://www.openphacts.org/units/Nanomolar,3958503,=,1,1,=,,IC50,nM,,300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451559,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ncccc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '18.81', 'le': '0.38', 'lle': '4.27', 'sei': '7.42'}",CHEMBL5401919,,CHEMBL5401919,5.88,0,http://www.openphacts.org/units/Nanomolar,3958504,=,1,1,=,,IC50,nM,,1310.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.31
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451560,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)[C@H](F)CNC1=C(Cl)C(=O)c2ccc(Cl)nc2C1=O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '19.02', 'le': '0.41', 'lle': '4.34', 'sei': '8.33'}",CHEMBL5412847,,CHEMBL5412847,6.60,0,http://www.openphacts.org/units/Nanomolar,3958505,=,1,1,=,,IC50,nM,,250.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.25
